Topic,Impact_Factor
eeg classification,0.493356268301682
expert knowledge,0.493356268301682
pattern classification,0.493356268301682
recognition algorithm,0.493356268301682
genetic network programming,0.493356268301682
visual surveillance,0.493356268301682
data utility,0.493356268301682
handwritten document,0.493356268301682
multiresolution,0.493356268301682
document image analysis,0.493356268301682
mental task,0.493356268301682
web caching,0.4932262828437076
service oriented system,0.4932262828437076
streaming service,0.4932262828437076
multimedia streaming,0.4932262828437076
live video streaming,0.4932262828437076
shared memory system,0.4932262828437076
fmcw radar,0.4932087621650486
microstrip filter,0.4932087621650486
pin diode,0.4932087621650486
ultrawideband application,0.4932087621650486
videoconferencing,0.4932044985817986
multilabel classification,0.49299183574317146
security attribute,0.49295612169813197
random bit,0.4929451692539158
3d simulation,0.49290866864574023
virtual human,0.49290866864574023
virtual laboratory,0.49290866864574023
virtual learning environment,0.49290866864574023
electric network analyzer,0.4928840660119766
java card,0.492779118678229
privacy problem,0.492779118678229
privacy requirement,0.492779118678229
fair exchange,0.492779118678229
electromagnetic analysis,0.492779118678229
tcp flow,0.492779118678229
polynomial basis,0.492779118678229
network anomaly detection,0.492779118678229
secret information,0.492779118678229
queueing delay,0.492779118678229
security and privacy issue,0.492779118678229
misuse detection,0.492779118678229
security attack,0.492779118678229
ipv6 network,0.492779118678229
intrusion detection method,0.492779118678229
intrusion detection model,0.492779118678229
anomaly detection method,0.492779118678229
home agent,0.492779118678229
black hole attack,0.492779118678229
gigabit ethernet,0.492779118678229
web 2.0 application,0.492779118678229
service overlay network,0.492779118678229
routing information,0.492779118678229
port number,0.492779118678229
wireless access point,0.492779118678229
pseudorandom number,0.492779118678229
multiplication,0.492779118678229
hurst parameter,0.492779118678229
service management,0.492779118678229
tcpfriendly,0.492779118678229
internet architecture,0.492779118678229
tcp connection,0.492779118678229
attack traffic,0.492779118678229
user datagram protocol,0.492779118678229
web traffic,0.492779118678229
wormhole attack,0.492779118678229
isp,0.492779118678229
social network service,0.492779118678229
explicit congestion notification,0.492779118678229
regularexpression matching,0.492779118678229
anomaly detection system,0.492779118678229
formal proof,0.492779118678229
personal privacy,0.492779118678229
online privacy,0.492779118678229
irreducible polynomial,0.492779118678229
8bit microcontrollers,0.492779118678229
misbehaving node,0.492779118678229
anomalous behavior,0.492779118678229
source address,0.492779118678229
wikis,0.492779118678229
sm,0.492779118678229
business activity,0.492779118678229
information privacy,0.492779118678229
compressed domain,0.49274187495518285
augmented reality application,0.4926050889967801
maneuvering target,0.4926048754065857
tracking system,0.4926048754065857
answering query,0.4925901455014792
knn query,0.4925901455014792
graph cut,0.4925514464098079
document image processing,0.4925514464098079
gabor filtering,0.4925514464098079
local texture,0.4925514464098079
fingerprint segmentation,0.4925514464098079
background subtraction method,0.4925514464098079
skin detection,0.4925514464098079
skincolor segmentation,0.4925514464098079
web engineering,0.4924879924010735
dynamic optimization problem,0.49247076957421604
test data compression,0.49236930239712895
inverse kinematics solution,0.4922789428506459
soccer robot,0.4922789428506459
object pose,0.4922789428506459
pneumatic artificial muscle,0.4922789428506459
auv,0.4922789428506459
kinematic chain,0.4922789428506459
motion controller,0.4922789428506459
optimal path planning,0.4922789428506459
range measurement,0.4922789428506459
inverse kinematics problem,0.4922789428506459
glider,0.4922789428506459
pathplanning algorithm,0.4922789428506459
learning design,0.4922383760577037
data link layer,0.49215182317706646
bp algorithm,0.4920953381799699
hand written character recognition,0.4920953381799699
topic model,0.4920953381799699
cim,0.4919350937021053
web of thing,0.4918828959670185
sensor web enablement,0.4918828959670185
destination node,0.49185178226743886
line spectral frequency,0.49169776859092934
leaky wave antenna,0.4916557186479192
aspectj,0.4916011143666364
simultaneous multithreading,0.4915793012773477
wide band,0.49151942788192726
satellite antenna,0.49151942788192726
varactor diode,0.49151942788192726
optimal beamforming,0.49151942788192726
surface current,0.49151942788192726
linear polarization,0.49151942788192726
electric field integral equation,0.49151942788192726
selfinterferences,0.49151942788192726
opportunistic beamforming,0.49151942788192726
privacy and security,0.4915181885565169
bgp,0.4915181885565169
key space,0.4915181885565169
perceptual evaluation of speech quality,0.49146202680615375
pulse train,0.49146202680615375
audio segmentation,0.49146202680615375
landmine detection,0.49146202680615375
jpegls,0.49146202680615375
observation model,0.49146202680615375
embedding process,0.49146202680615375
programmability,0.49146202680615375
echo cancellation,0.49146202680615375
large vocabulary speech recognition,0.49146202680615375
video application,0.49146202680615375
timing error,0.49146202680615375
synthetic aperture sonar,0.49146202680615375
tensor factorization,0.49146202680615375
adaptive filtering algorithm,0.49146202680615375
impulsive noise,0.49146202680615375
markov chain monte carlo method,0.49146202680615375
host image,0.49146202680615375
bayesian filtering,0.49146202680615375
range resolution,0.49146202680615375
lossless coding,0.49146202680615375
variational bayesian,0.49146202680615375
spatial audio,0.49146202680615375
audio data,0.49146202680615375
error resilience,0.49146202680615375
acoustic echo,0.49146202680615375
passive sonar,0.49146202680615375
coding technique,0.49146202680615375
eeg analysis,0.49146202680615375
channel matrix,0.49146202680615375
echo canceller,0.49146202680615375
audio application,0.49146202680615375
epileptic patient,0.49146202680615375
mixing matrix,0.49146202680615375
enhancement technique,0.49146202680615375
electroencephalographic signal,0.49146202680615375
galileo signal,0.49146202680615375
room acoustic,0.49146202680615375
subjective quality,0.49146202680615375
time variation,0.49146202680615375
software requirement specification,0.49141068582126146
component composition,0.49141068582126146
servicebased system,0.49141068582126146
bounded model checking,0.49141068582126146
refactoring tool,0.49141068582126146
transformation rule,0.49141068582126146
code clone,0.49141068582126146
autonomic system,0.49141068582126146
variability management,0.49141068582126146
number of vehicle,0.4913022678732967
bilinear map,0.4911339320988263
low power design,0.49096551431906005
lowpower design,0.49096551431906005
autonomous navigation,0.4909263670549308
dielectric resonator antenna,0.4909161156852177
energyconserving,0.49074248512063107
power saving mechanism,0.49074248512063107
energy optimization,0.49074248512063107
total energy consumption,0.49074248512063107
high energy consumption,0.49074248512063107
wsn application,0.49074248512063107
reducing energy consumption,0.49074248512063107
glonass,0.4907277259745161
reception quality,0.4907277259745161
ultra wideband communication system,0.4907277259745161
program comprehension,0.49068610626829534
linear programming relaxation,0.49050244181612274
printed monopole antenna,0.4904652368412257
ultrawideband pulse,0.4904652368412257
markov model,0.4904569221545989
networked system,0.4903629231251338
grid computing environment,0.4903629231251338
central processing unit,0.4903629231251338
live migration,0.4903629231251338
grid computing system,0.4903629231251338
pervasive computing system,0.4903629231251338
grid scheduling,0.4903629231251338
disjoint path,0.4903120132707478
lp relaxation,0.4903120132707478
deadlock prevention,0.4903120132707478
topology control,0.4903120132707478
online auction,0.4902595368235466
bidding strategy,0.4902595368235466
customer value,0.4902595368235466
piezoelectric sensor,0.49025858043733184
ultrasonic sensor,0.49025858043733184
force sensor,0.49025858043733184
rolling element bearing,0.4902010966844416
simulated annealing algorithm,0.4901872441808236
hybrid genetic algorithm,0.4901872441808236
simple genetic algorithm,0.4901872441808236
secondary system,0.4901405694845516
weighted sumrate,0.4900959888110313
ipad,0.4899767413605941
phone call,0.4899767413605941
text message,0.4899767413605941
multihop relay,0.4899376297432474
model to model transformation,0.48972704005740936
configuration space,0.4896092269128088
online education,0.4895995856318347
raoblackwellized particle filter,0.4895617289248815
screw theory,0.4895617289248815
global path planning,0.4895617289248815
leaderfollower,0.4895617289248815
forward and inverse kinematics,0.4895617289248815
welding robot,0.4895617289248815
singular configuration,0.4895617289248815
static environment,0.4895617289248815
three degree of freedom,0.4895617289248815
trajectory tracking control,0.4895617289248815
collisionfree path,0.4895617289248815
path planner,0.4895617289248815
motion planning problem,0.4895617289248815
bit line,0.48950955412641783
power allocation algorithm,0.48931182471406476
wimedia,0.48931182471406476
doubly selective channel,0.48931182471406476
enterprise resource planning system,0.48925242523560825
reachability analysis,0.48924151169441055
micro and nano system,0.4891883572406439
automatic vehicle identification,0.4891883572406439
bandnotched,0.4891113081646011
cpwfed,0.4891113081646011
p2p streaming,0.4890779730455554
olsr protocol,0.48902719743347883
wavelength conversion,0.48902719743347883
good put,0.48902719743347883
dynamic source routing protocol,0.48902719743347883
multipath routing protocol,0.48902719743347883
broadcasting scheme,0.48902719743347883
delay sensitive,0.48902719743347883
carrier sensing,0.48902719743347883
queueing analysis,0.48902719743347883
mobility management scheme,0.48902719743347883
local mobility,0.48902719743347883
handover process,0.48902719743347883
grey theory,0.488994482312053
wearable antenna,0.48895653891607305
antenna gain,0.48895653891607305
radiating element,0.48895653891607305
markov logic network,0.48889800050272836
document categorization,0.48889800050272836
static program analysis,0.48889800050272836
user preference,0.48889800050272836
qa system,0.48889800050272836
abstract domain,0.48889800050272836
text mining technique,0.48889800050272836
word learning,0.48889800050272836
point of interest,0.48889800050272836
web information,0.48889800050272836
sql query,0.48889800050272836
social bookmarking,0.48889800050272836
answer extraction,0.48889800050272836
data cleaning,0.48889800050272836
hybrid logic,0.48889800050272836
image semantics,0.48889800050272836
extracting information,0.48889800050272836
typechecking,0.48889800050272836
document similarity,0.48889800050272836
data integration system,0.48889800050272836
uml class diagram,0.48889800050272836
similarity query,0.48889800050272836
policy language,0.48889800050272836
relational table,0.48889800050272836
business partner,0.48889800050272836
music recommendation,0.48889800050272836
context data,0.48889800050272836
user context,0.48889800050272836
bagofvisualwords,0.48889800050272836
context modeling,0.48889800050272836
sequential program,0.48889800050272836
diffserv network,0.48888754450018046
vod,0.48888754450018046
content distribution,0.48888754450018046
content distribution network,0.48888754450018046
slow start,0.48888754450018046
available bit rate,0.48888754450018046
planetlab,0.48888754450018046
fullwave simulation,0.4887852487894128
channel inversion,0.4887835454196337
achievability,0.4887835454196337
image understanding,0.48876826175074867
mixed pixel,0.48876826175074867
mimo antenna,0.4886980410043598
mean absolute error,0.48869784537324173
rootmeansquare error of prediction,0.48869784537324173
agent architecture,0.4885892885231765
situationaware,0.48845515320987576
on chip memory,0.4883371666828739
reconfigurable device,0.4883371666828739
reconfigurable logic,0.4883371666828739
hardwareaccelerated,0.4883371666828739
partial reconfiguration,0.4883371666828739
reconfigurable platform,0.4883371666828739
efficient architecture,0.4883371666828739
parallel distributed compensation,0.4882642314833276
electromagnetic scattering,0.4882642314833276
h control,0.4882642314833276
robot motion planning,0.48824458878275945
trajectory planning,0.48824458878275945
single robot,0.48824458878275945
manual segmentation,0.48816371081143717
medical image registration,0.48816371081143717
sar adc,0.48815733580784726
chaotic behavior,0.48810850855820653
maximal frequent itemsets,0.48806096345483363
data warehousing,0.48806096345483363
data management system,0.48806096345483363
cobol,0.48806096345483363
keyword query,0.48806096345483363
data stream processing,0.48806096345483363
feret database,0.48806096345483363
database management,0.48806096345483363
spatial object,0.48806096345483363
trajectory data,0.48806096345483363
content management,0.48806096345483363
xpath,0.48806096345483363
manufacturing data processing,0.48806096345483363
distributed query processing,0.48806096345483363
streaming data,0.48806096345483363
sound recording,0.48806096345483363
xquery,0.48806096345483363
data clustering,0.48806096345483363
program translator,0.48806096345483363
spatiotemporal database,0.48806096345483363
lyapunov,0.48795669585714163
optimal strategy,0.4879459824726561
femtocell network,0.48786342478315037
selforganizing system,0.4878275706821995
distributed energy resource,0.4878275706821995
cell edge,0.48777252791021114
support vector,0.4877296739231989
mobile handset,0.48767733101090527
cellular,0.48767733101090527
mobile router,0.48767733101090527
mobile client,0.48767733101090527
distributed channel,0.48767733101090527
efficient channel,0.48767733101090527
tdscdma,0.48767733101090527
model validation,0.48762734379690453
mining software repository,0.4876217143304486
software repository,0.4876217143304486
node capture attack,0.48760341866077345
spatial and temporal correlation,0.48760341866077345
pcycles,0.48760341866077345
anchor node,0.48760341866077345
clusterhead node,0.48760341866077345
slot assignment,0.48760341866077345
energy crisis,0.48760341866077345
submarine cable,0.48760341866077345
target tracking algorithm,0.48760341866077345
lrwpans,0.48760341866077345
mobile base station,0.48760341866077345
wdm mesh network,0.48760341866077345
telephone circuit,0.48760341866077345
video transcoding,0.4875234417606559
videotranscoding,0.4875234417606559
interference temperature,0.4873251484517238
radio spectrum,0.4873251484517238
crossover operator,0.48725768520054813
direct sequence spread spectrum,0.48714420345438714
demodulator,0.4871002408165247
saltandpepper noise,0.4871002408165247
mesh router,0.48703973229314024
multisensor data fusion,0.48678144624058084
texttospeech system,0.48670734255798254
video packet,0.4866162028761789
csma/ca,0.4866162028761789
proportional fairness,0.4866162028761789
bandwidth estimation,0.4866162028761789
it investment,0.48659838245512965
continuous speech,0.4865638669833052
natural speech,0.4865169140126076
attribute weight,0.4865169140126076
texttospeech synthesis,0.4865169140126076
po tagging,0.4865169140126076
fiber bragg,0.48650926107334813
software framework,0.48648101137363076
wireless channel,0.48640839022218635
bandwidth allocation scheme,0.4864078897801618
joint estimation,0.4864078897801618
compression efficiency,0.4863865144047625
image hiding,0.4863865144047625
coding performance,0.4863865144047625
compressed video,0.4863865144047625
mpeg2,0.4863865144047625
scene classification,0.486365111772131
laser induced,0.48635573925227965
atomic clock,0.48635573925227965
pairwise error probability,0.4863403383470485
speech distortion,0.4863403383470485
stereoscopic video,0.48622454716786734
moving target detection,0.48622454716786734
envisat,0.48622454716786734
sar interferometry,0.48622454716786734
remove noise,0.48622454716786734
spaceborne,0.48622454716786734
image quality metric,0.48622454716786734
radar polarimetry,0.48622454716786734
speech recognition software,0.48596788806129515
horn clause,0.48596788806129515
background knowledge,0.48596788806129515
free text,0.48596788806129515
bayesian network classifier,0.48596788806129515
text document,0.48596788806129515
agent technology,0.48596788806129515
word sense disambiguation,0.48596788806129515
programming framework,0.48596788806129515
solution accuracy,0.48596788806129515
exploration and exploitation,0.48596788806129515
evolutionary process,0.48596788806129515
latent variable model,0.48596788806129515
natural language text,0.48596788806129515
dempstershafer theory of evidence,0.48596788806129515
highdimensional feature space,0.48596788806129515
nondeterminism,0.48596788806129515
event calculus,0.48596788806129515
naive bayes,0.48596788806129515
hplanes,0.485913394374504
antenna performance,0.485913394374504
antenna design,0.485913394374504
anechoic chamber,0.485913394374504
star topology,0.485913394374504
communication model,0.48589229307166293
product information model,0.48586546814932313
service component,0.48585844434353104
digital identity,0.48567465807391424
strain energy,0.4856739991971792
networked control,0.48566334071044215
deterministic finite automaton,0.4855457012998417
normalized cut,0.48548748280174425
reversible watermarking,0.48548748280174425
hvs,0.48548748280174425
rigid registration,0.48548748280174425
noisy pixel,0.48548748280174425
underwater imaging,0.48548748280174425
transform domain,0.48548748280174425
hog,0.48548748280174425
despeckling,0.48548748280174425
digital photography,0.48548748280174425
television equipment,0.48548748280174425
audio processing,0.48548748280174425
acoustic imaging,0.48548748280174425
sonar image,0.48548748280174425
acquisition time,0.48548748280174425
qos requirement,0.48548611360812655
functional language,0.4854464124362704
isar,0.4854249812653048
leo satellite network,0.48532464927761554
reliable multicast,0.48532464927761554
packet switch,0.4852956850627516
multicast session,0.4852956850627516
realtime videostreaming,0.4852956850627516
worldwide interoperability for microwave access,0.4852956850627516
autonomic management,0.4852956850627516
perceived video quality,0.4852956850627516
ieee 802.16 standard,0.4852956850627516
multimedia session,0.4852956850627516
probabilistic system,0.4852002268822267
capturerecapture,0.4852002268822267
probabilistic inference,0.4852002268822267
linear cryptanalysis,0.4852002268822267
cell loss probability,0.4852002268822267
continuous time markov chain,0.4852002268822267
bayesian learning,0.4852002268822267
power allocation strategy,0.485043752092137
asymptotic expression,0.485043752092137
acquisition system,0.4850018851649597
observability analysis,0.4850018851649597
multi hop communication,0.4850018851649597
geographic routing protocol,0.4850018851649597
routing overhead,0.4850018851649597
delay tolerant,0.4850018851649597
microstructured optical fiber,0.4850018851649597
optical fibre,0.4850018851649597
tightlycoupled,0.4850018851649597
flight test,0.4850018851649597
singlemode optical fiber,0.4850018851649597
segmented mirror,0.4850018851649597
communication robot,0.48497634971661696
distributed memory,0.48497634971661696
noc architecture,0.48497634971661696
ground station,0.48497634971661696
vibrotactile,0.48497634971661696
session type,0.48497634971661696
partitioned global address space,0.48497634971661696
safety message,0.48497634971661696
2d video,0.4849330252894499
coding mode,0.4849330252894499
fast motion estimation,0.4849330252894499
entropy coding,0.4849330252894499
motion estimation algorithm,0.4849330252894499
soc design,0.484908386273047
system on chip design,0.484908386273047
core processor,0.484908386273047
streaming application,0.484908386273047
memory subsystem,0.484908386273047
quantified boolean formula,0.484908386273047
satisfiability modulo theory,0.484908386273047
technology mapping,0.48489743522375717
h.264/avc video,0.48487585602605277
video adaptation,0.48487585602605277
home networking,0.48487585602605277
multiplicative noise,0.4847722704939472
electricity consumption,0.4847601105147154
target trajectory,0.48472261188245214
camshift algorithm,0.48472261188245214
tracking application,0.48472261188245214
dynamic bandwidth allocation,0.48469899744755895
efficient routing,0.48469899744755895
service requirement,0.48469899744755895
pulse amplitude modulation,0.48469899744755895
ofdm transmission,0.48469899744755895
levelset evolution,0.48466343660218847
contact model,0.48430936106712985
elastic deformation,0.48430936106712985
flux linkage,0.48430936106712985
shared memory architecture,0.48430005738590176
imperfect csi,0.4842407423380564
outage performance,0.4842407423380564
rician fading,0.4842407423380564
routing mechanism,0.4842302353770589
dynamic network topology,0.4842302353770589
ieee 802.11 wireless lan,0.4842302353770589
mobile ad hoc,0.4842302353770589
gnu radio,0.4842302353770589
greedy routing,0.4842302353770589
802.11 network,0.4842302353770589
ieee 802.11 wireless network,0.4842302353770589
high spectral efficiency,0.4842302353770589
olsr,0.4842302353770589
single path,0.4842302353770589
ondemand routing protocol,0.4842302353770589
multistandard,0.4842302353770589
transmit beamforming,0.4842302353770589
intermittent connectivity,0.4842302353770589
flatfading channel,0.4842302353770589
channel estimation algorithm,0.4842302353770589
objective function,0.4842160870357406
parallel virtual machine,0.4842160870357406
applied mathematics,0.4842160870357406
packet classification,0.4842160870357406
integrated network,0.4842160870357406
variable bit rate,0.4841460303205775
leader election,0.4841460303205775
ipv4,0.4841460303205775
udp,0.4841460303205775
tcp reno,0.4841460303205775
control packet,0.4841460303205775
ethernet network,0.4841460303205775
ip traceback,0.4841460303205775
tcp congestion control,0.4841460303205775
control overhead,0.4841460303205775
mobility modeling,0.4841460303205775
diffserv,0.4841460303205775
dynamic topology,0.4841460303205775
retrieval efficiency,0.48414479056300874
video search,0.48414479056300874
signal theory,0.4840928740390734
light transport,0.4840461010734055
phd filter,0.48393929676051456
generalized hough transform,0.4838556725280306
pose variation,0.4838556725280306
optical flow estimation,0.4838556725280306
visual slam,0.4838556725280306
servomechanism,0.4838556725280306
frontal face,0.4838556725280306
detecting moving object,0.4838556725280306
optical flow computation,0.4838556725280306
motion sequence,0.4838556725280306
image segmentation algorithm,0.4838556725280306
face alignment,0.4838556725280306
detector circuit,0.4838556725280306
optical flow algorithm,0.4838556725280306
face tracking,0.4838556725280306
action unit,0.4838556725280306
monocular image,0.4838556725280306
human motion recognition,0.4838556725280306
face detector,0.4838556725280306
3d pose estimation,0.4838556725280306
object detection system,0.4838556725280306
surf,0.4838556725280306
robot navigation,0.4838556725280306
memory management,0.4838378846967098
grammatical inference,0.4838325565840934
coordinated beamforming,0.4838254254684296
gaussian broadcast channel,0.4838254254684296
multiuser scheduling,0.4838254254684296
base station cooperation,0.4838254254684296
multicell system,0.4838254254684296
biofeedback,0.4837523085849622
erasure code,0.48359309098811387
compression algorithm,0.4835580978369591
high compression ratio,0.4835580978369591
discrete cosine,0.4835580978369591
huffman,0.4835580978369591
digital radio,0.48343806732584677
cell broadband engine,0.48343806732584677
multimedia interactive service,0.4832726892512502
nonrigid image registration,0.4832726892512502
visual vocabulary,0.4832726892512502
object detection algorithm,0.48326581036313737
motion detection,0.48326581036313737
radar signal processing,0.48326581036313737
block motion estimation,0.4831337936058089
vehicletoinfrastructure,0.4830939532364496
1db compression point,0.48304297324752254
mmic,0.48304297324752254
rfmems switch,0.48304297324752254
trusted third party,0.4828851001988654
trust degree,0.4827903327806059
qpsk modulation,0.4827067768977289
timetabling problem,0.48230498065669
fastslam,0.4822505032798953
clientserver,0.48225009117041084
clientserver architecture,0.48225009117041084
tanner graph,0.4822444499107185
target language,0.4822437713877846
wireless,0.48195584680516784
disk array,0.481891768301165
speech emotion recognition,0.4817666678709467
computing technology,0.48175220088303206
componentbased software development,0.48172946200282246
logistic regression,0.48164496919098887
linear model,0.48164496919098887
location update,0.4813987438976645
adjacent channel interference,0.4813533959279145
wormhole switching,0.4813533959279145
imperfect channel state information,0.4813533959279145
television interference,0.4813533959279145
satellite relay system,0.4813533959279145
group support system,0.4813416871827575
information system architecture,0.4813416871827575
usercentered,0.4813416871827575
national library of medicine,0.4813416871827575
enterprise resource,0.4813416871827575
it service management,0.4813416871827575
process model,0.4813416871827575
geospatial information,0.4813416871827575
enterprise 2.0,0.4813416871827575
business process analysis,0.4813416871827575
location data,0.48133517681213334
disturbance observer,0.48133400952607014
3d model retrieval,0.48128696213621225
lowlevel image feature,0.48128696213621225
automatic image annotation,0.48128696213621225
natural language query,0.48128696213621225
web page classification,0.48128696213621225
search process,0.48128696213621225
complex query,0.48128696213621225
syntactic information,0.48128696213621225
relevance model,0.48128696213621225
document classification,0.48128696213621225
text classifier,0.48128696213621225
subroutine,0.48122431610125854
denotational semantics,0.48122431610125854
generative programming,0.48122431610125854
mobile operating system,0.4812115052612712
system of linear equation,0.48121135530107473
transformation matrix,0.48121135530107473
haptic guidance,0.4811435809806952
gait cycle,0.4811435809806952
cooperative localization,0.4811435809806952
pneumatic drive,0.4811435809806952
egomotion,0.4811435809806952
fixed wing,0.4811435809806952
positive solution,0.4811427619111768
ordered weighted averaging,0.48105601503171663
ordered weighted averaging operator,0.48105601503171663
multidisciplinary design optimization,0.48091671138908254
traffic identification,0.48091671138908254
grid application,0.48091671138908254
group communication system,0.48091671138908254
network address translation,0.48091671138908254
ubiquitous computing environment,0.48075994275036815
dialogue management,0.48075994275036815
teleconferencing,0.48075994275036815
ambient display,0.48075994275036815
usability method,0.48075994275036815
ubicomp,0.48075994275036815
facial expression analysis,0.48075994275036815
human facial expression,0.48075994275036815
multiparty computation,0.4806355977992907
distortion measure,0.4806355977992907
multicast network,0.4806355977992907
ieee 802.15.4a,0.4805912086751185
power control game,0.4805912086751185
sleep state,0.480576696203105
low energy consumption,0.480576696203105
reduce energy consumption,0.480576696203105
largescale wireless sensor network,0.480576696203105
lifetime maximization,0.480576696203105
cluster formation,0.480576696203105
heterogeneous wireless sensor network,0.480576696203105
clustering scheme,0.480576696203105
shielding effectiveness,0.4803840660119766
varactors,0.4803840660119766
phaseonly,0.4803840660119766
horn antenna,0.4803840660119766
joint power,0.48032876806592406
ieee 802.11 network,0.48031015737712435
uwb transmitter,0.48029944792369966
offline handwritten,0.48024187495518283
graphbased method,0.48024187495518283
affinity matrix,0.48024187495518283
scale parameter,0.48024187495518283
object oriented method,0.48024187495518283
video object,0.48024187495518283
dynamic spectrum sharing,0.4800637189485225
streaming medium,0.4799896242449299
desktop application,0.4799879924010735
implicit feedback,0.4799879924010735
mobile web,0.4799879924010735
search task,0.4799879924010735
mixed reality,0.4799879924010735
wiki,0.4799879924010735
html5,0.4799879924010735
web browsing,0.4799879924010735
rich internet application,0.4799879924010735
web programming,0.4799879924010735
query suggestion,0.4799879924010735
bistatic sar,0.4799747805670255
strong interference,0.4799747805670255
software verification,0.4799633859795464
power control scheme,0.4799301998935052
sat,0.4799301998935052
reverberant environment,0.4799301998935052
handoff call,0.47985573275026056
test data generation,0.4798422517224414
llm,0.4798405953399412
mobile phone camera,0.47981095244306804
structured p2p,0.47979600894776714
ancillary service,0.4796259884160947
web search engine,0.4795953381799699
skyline query,0.4795953381799699
backstepping design,0.4795953381799699
positiveunlabeled learning,0.4795953381799699
gaussian mixture of expert,0.4795953381799699
relation extraction,0.4795953381799699
bp model,0.4795953381799699
gender classification,0.4795953381799699
fewshot learning,0.4795953381799699
multitask learning,0.4795953381799699
active learning,0.4795953381799699
adaptive learning rate,0.4795953381799699
transfer learning,0.4795953381799699
software effort estimation,0.4795953381799699
design knowledge,0.4795953381799699
knowledge distillation,0.4795953381799699
metalearning,0.4795953381799699
feedback linearization,0.4795953381799699
index structure,0.4795953381799699
motor imagery,0.4795953381799699
multiobjective learning,0.4795953381799699
zeroshot learning,0.4795953381799699
link prediction,0.4795953381799699
business intelligence,0.4795953381799699
delayed neural network,0.4795953381799699
color image segmentation,0.4795953381799699
ann,0.4795953381799699
backpropagation network,0.4795953381799699
feature extraction,0.4795953381799699
synthetic data,0.4795953381799699
automated reasoning,0.4795953381799699
data analytics,0.4795953381799699
hidden neuron,0.4795953381799699
adaptive law,0.4795953381799699
multiple data stream,0.4795953381799699
oneshot learning,0.4795953381799699
svm model,0.4795953381799699
customer segmentation,0.4795953381799699
improved bp neural network,0.4795953381799699
semantic orientation,0.4795953381799699
text representation,0.4795953381799699
parameter learning,0.4795953381799699
data stream management system,0.4795953381799699
federated learning,0.4795953381799699
recurrent network,0.4795953381799699
adaptive learning,0.4795953381799699
statistical learning,0.4795953381799699
quantum machine learning,0.4795953381799699
syntactic pattern recognition,0.4795953381799699
local pattern,0.4795953381799699
semantic interoperability,0.4793746676775786
flashadc,0.47934376520889177
product variant,0.4792930717747027
small sample size problem,0.47926411768163074
multilabel,0.47923090562145926
fuzzy classification,0.4791791249845688
naive bayes classifier,0.4791791249845688
runtime monitoring,0.4791011143666364
use case diagram,0.4791011143666364
component repository,0.4791011143666364
execution path,0.4791011143666364
web application development,0.4791011143666364
software pipelining,0.4791011143666364
crosscutting,0.4791011143666364
component selection,0.4791011143666364
objectoriented system,0.4791011143666364
gui testing,0.4791011143666364
component based approach,0.4791011143666364
modelchecking technique,0.4791011143666364
collaborative software,0.4791011143666364
colored noise,0.4790815503635053
map matching,0.47902256832311785
surface vehicle,0.47902256832311785
collision avoidance system,0.47902256832311785
anomaly intrusion detection,0.4790181885565169
modeling and analysis,0.4790181885565169
deep packet inspection,0.4790181885565169
least privilege,0.4790181885565169
facebook,0.4790181885565169
corporate governance,0.4790181885565169
alert correlation,0.4790181885565169
representational state transfer,0.4790181885565169
drm system,0.4790181885565169
private data,0.4790181885565169
privacypreserving protocol,0.4790181885565169
endtoend path,0.4790181885565169
private information,0.4790181885565169
intermediate node,0.4790181885565169
cryptographic device,0.4790181885565169
network forensics,0.4790181885565169
id,0.4790181885565169
link structure,0.4790181885565169
chaotic encryption,0.4790181885565169
ieee802.11,0.4790181885565169
data embedding,0.4790181885565169
network latency,0.4790181885565169
certificate authority,0.4790181885565169
ns2 simulation,0.4790181885565169
social networking site,0.4790181885565169
cyberattacks,0.4790181885565169
distributed intrusion detection system,0.4790181885565169
social computing,0.4790181885565169
digital image watermarking,0.4790181885565169
attack detection,0.4790181885565169
threshold secret sharing,0.4790181885565169
ring signature scheme,0.4790181885565169
traceback,0.4790181885565169
cloud service provider,0.4790181885565169
public key certificate,0.4790181885565169
ip traffic,0.4790181885565169
network attack,0.4790181885565169
user privacy,0.4790181885565169
tate pairing,0.4790181885565169
mobile security,0.4790181885565169
digital radiography,0.4789109032616212
situation assessment,0.47889918271644727
distributed sensor network,0.47885276553037304
modeldriven software development,0.4785916781874587
robot audition,0.4784263670549308
wall climbing robot,0.4784263670549308
formation control,0.4784263670549308
slam algorithm,0.4784263670549308
needle insertion,0.4784263670549308
channel state,0.4784056309211747
negative refraction,0.4782077592750098
computer aided process planning,0.47817416358039316
program dependence graph,0.4780024418161227
reachability problem,0.4780024418161227
energyefficient,0.4779871441373895
design flow,0.4778555100907941
web development,0.47784018424492425
acoustic wave transmission,0.4777010966844416
image formation,0.4777010966844416
discrete hartley transform,0.4777010966844416
specific frequency,0.4777010966844416
correlated noise,0.4777010966844416
speech recognition performance,0.4777010966844416
braincomputer interfacing,0.4777010966844416
roller bearing,0.4777010966844416
synchronous dataflow,0.4777010966844416
image and video processing,0.4777010966844416
nonnegative matrix,0.4777010966844416
reducedrank,0.4777010966844416
vector quantizers,0.4777010966844416
melfrequency cepstral coefficient,0.4777010966844416
higher frequency,0.4777010966844416
voice activity detection,0.4777010966844416
